time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2020-04-14T10:30:00.000Z","LatLng(39.586, -122.4)","0.2235448","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-04-22T10:30:00.000Z","LatLng(39.586, -122.4)","0.2046765","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-04-30T10:30:00.000Z","LatLng(39.586, -122.4)","0.1266445","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-05-08T10:30:00.000Z","LatLng(39.586, -122.4)","0.1345489","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-05-16T10:30:00.000Z","LatLng(39.586, -122.4)","0.1617692","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-05-24T10:30:00.000Z","LatLng(39.586, -122.4)","0.252329","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-01T10:30:00.000Z","LatLng(39.586, -122.4)","0.395241293","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-09T10:30:00.000Z","LatLng(39.586, -122.4)","0.553392774","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-17T10:30:00.000Z","LatLng(39.586, -122.4)","0.707516501","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-25T10:30:00.000Z","LatLng(39.586, -122.4)","0.785165715","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-03T10:30:00.000Z","LatLng(39.586, -122.4)","0.88797984","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-11T10:30:00.000Z","LatLng(39.586, -122.4)","0.900061554","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-19T10:30:00.000Z","LatLng(39.586, -122.4)","0.90529707","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-27T10:30:00.000Z","LatLng(39.586, -122.4)","0.906224229","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-04T10:30:00.000Z","LatLng(39.586, -122.4)","0.895805313","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-12T10:30:00.000Z","LatLng(39.586, -122.4)","0.874656046","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-20T10:30:00.000Z","LatLng(39.586, -122.4)","0.858043359","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-28T10:30:00.000Z","LatLng(39.586, -122.4)","0.834386021","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-05T10:30:00.000Z","LatLng(39.586, -122.4)","0.794807804","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-13T10:30:00.000Z","LatLng(39.586, -122.4)","0.73016145","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-21T10:30:00.000Z","LatLng(39.586, -122.4)","0.689709701","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-29T10:30:00.000Z","LatLng(39.586, -122.4)","0.386540327","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-10-07T10:30:00.000Z","LatLng(39.586, -122.4)","0.385349678","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-10-15T10:30:00.000Z","LatLng(39.586, -122.4)","0.264859554","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-10-23T10:30:00.000Z","LatLng(39.586, -122.4)","0.207341831","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
