time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2015-10-22T04:12:16.000Z","LatLng(39.48284, -122.06556)","0.12360195","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-10-22T04:12:16.000Z","LatLng(39.48284, -122.06556)","0.12360195","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-11-18T03:56:44.000Z","LatLng(39.48284, -122.06556)","0.051724137999999996","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-11-18T03:56:44.000Z","LatLng(39.48284, -122.06556)","0.051724137999999996","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-12-11T04:08:03.000Z","LatLng(39.48284, -122.06556)","0.058358060999999996","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-12-11T04:08:03.000Z","LatLng(39.48284, -122.06556)","0.058358060999999996","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-12-28T04:05:14.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2015-12-28T04:05:14.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-01-10T04:14:35.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-01-10T04:14:35.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-01-27T04:05:08.000Z","LatLng(39.48284, -122.06556)","-0.077018634","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-01-27T04:05:08.000Z","LatLng(39.48284, -122.06556)","-0.077018634","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-02-09T04:06:05.000Z","LatLng(39.48284, -122.06556)","-0.009708738","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-02-09T04:06:05.000Z","LatLng(39.48284, -122.06556)","-0.009708738","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-03-10T04:08:57.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-03-10T04:08:57.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-03-27T03:57:04.000Z","LatLng(39.48284, -122.06556)","0.14635678400000002","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-03-27T03:57:04.000Z","LatLng(39.48284, -122.06556)","0.14635678400000002","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-04-09T04:07:12.000Z","LatLng(39.48284, -122.06556)","0.072150575","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-04-09T04:07:12.000Z","LatLng(39.48284, -122.06556)","0.072150575","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-05-09T04:12:42.000Z","LatLng(39.48284, -122.06556)","-0.067600989","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-05-09T04:12:42.000Z","LatLng(39.48284, -122.06556)","-0.067600989","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-05-16T03:53:43.000Z","LatLng(39.48284, -122.06556)","0.017721518999999998","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-05-16T03:53:43.000Z","LatLng(39.48284, -122.06556)","0.017721518999999998","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-05-29T04:04:38.000Z","LatLng(39.48284, -122.06556)","0.34386216799999997","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-05-29T04:04:38.000Z","LatLng(39.48284, -122.06556)","0.34386216799999997","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-06-05T03:54:00.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-06-05T03:54:00.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-06-18T04:12:06.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-06-18T04:12:06.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-06-25T04:02:10.000Z","LatLng(39.48284, -122.06556)","0.8063872259999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-06-25T04:02:10.000Z","LatLng(39.48284, -122.06556)","0.8063872259999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-07-08T04:09:18.000Z","LatLng(39.48284, -122.06556)","0.859375","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-07-15T04:01:30.000Z","LatLng(39.48284, -122.06556)","0.844375278","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-07-28T04:13:28.000Z","LatLng(39.48284, -122.06556)","0.8210709620000001","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-08-04T04:01:33.000Z","LatLng(39.48284, -122.06556)","0.8108967559999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-08-17T04:09:39.000Z","LatLng(39.48284, -122.06556)","0.731487309","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-08-24T03:57:15.000Z","LatLng(39.48284, -122.06556)","0.677380474","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-08-24T03:57:15.000Z","LatLng(39.48284, -122.06556)","0.677380474","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-09-06T04:13:23.000Z","LatLng(39.48284, -122.06556)","0.637836405","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-09-06T04:13:23.000Z","LatLng(39.48284, -122.06556)","0.598292336","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-09-13T04:01:01.000Z","LatLng(39.48284, -122.06556)","0.508435447","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-09-13T04:01:01.000Z","LatLng(39.48284, -122.06556)","0.508435447","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-09-26T04:06:12.000Z","LatLng(39.48284, -122.06556)","0.340807175","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-09-26T04:06:12.000Z","LatLng(39.48284, -122.06556)","0.340807175","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-10-03T04:02:32.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-10-03T04:02:33.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-10-16T04:09:28.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-10-16T04:09:28.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-10-23T03:54:48.000Z","LatLng(39.48284, -122.06556)","-0.16025641","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-10-23T03:54:48.000Z","LatLng(39.48284, -122.06556)","-0.16025641","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-05T04:05:49.000Z","LatLng(39.48284, -122.06556)","-0.249122807","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-05T04:05:49.000Z","LatLng(39.48284, -122.06556)","-0.249122807","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-12T03:57:23.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-12T03:57:23.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-15T04:06:40.000Z","LatLng(39.48284, -122.06556)","-0.21405049399999998","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-15T04:06:40.000Z","LatLng(39.48284, -122.06556)","-0.21405049399999998","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-22T04:02:56.000Z","LatLng(39.48284, -122.06556)","-0.266924565","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-22T04:02:56.000Z","LatLng(39.48284, -122.06556)","-0.266924565","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-25T04:07:21.000Z","LatLng(39.48284, -122.06556)","-0.10027855199999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-11-25T04:07:21.000Z","LatLng(39.48284, -122.06556)","-0.10027855199999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-12-02T04:01:36.000Z","LatLng(39.48284, -122.06556)","-0.21716287199999998","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-12-02T04:01:36.000Z","LatLng(39.48284, -122.06556)","-0.21716287199999998","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-12-15T04:08:04.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-12-22T03:58:03.000Z","LatLng(39.48284, -122.06556)","-0.245528455","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2016-12-25T04:08:07.000Z","LatLng(39.48284, -122.06556)","-0.261106781","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-01-01T04:01:05.000Z","LatLng(39.48284, -122.06556)","-0.23119266100000002","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-01-04T04:09:49.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-01-11T03:57:36.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-01-24T04:06:53.000Z","LatLng(39.48284, -122.06556)","-0.15060241","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-01-31T03:56:15.000Z","LatLng(39.48284, -122.06556)","-0.09309576800000001","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-02-03T04:06:04.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-02-10T03:58:31.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-02-13T04:10:31.000Z","LatLng(39.48284, -122.06556)","-0.051148999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-02-20T03:54:15.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-03-05T04:11:41.000Z","LatLng(39.48284, -122.06556)","0.07051282099999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-03-12T03:59:39.000Z","LatLng(39.48284, -122.06556)","0.07708665599999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-03-25T04:02:18.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-04-01T03:58:50.000Z","LatLng(39.48284, -122.06556)","0.10748299300000001","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-04-14T04:11:42.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-04-21T04:02:03.000Z","LatLng(39.48284, -122.06556)","0.13671275","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-05-04T04:12:03.000Z","LatLng(39.48284, -122.06556)","0.06918714599999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-05-11T03:59:15.000Z","LatLng(39.48284, -122.06556)","-0.056193353","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-05-24T04:12:40.000Z","LatLng(39.48284, -122.06556)","-0.013654618","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-05-31T04:01:28.000Z","LatLng(39.48284, -122.06556)","NaN","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-06-13T04:04:49.000Z","LatLng(39.48284, -122.06556)","0.5575757579999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-06-20T03:57:28.000Z","LatLng(39.48284, -122.06556)","0.40586565799999996","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-03T04:07:08.000Z","LatLng(39.48284, -122.06556)","0.743379571","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-05T03:59:34.000Z","LatLng(39.48284, -122.06556)","0.772647575","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-10T04:03:14.000Z","LatLng(39.48284, -122.06556)","0.8141206679999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-18T04:05:56.000Z","LatLng(39.48284, -122.06556)","0.878715244","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-23T04:10:32.000Z","LatLng(39.48284, -122.06556)","0.875229358","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-25T03:58:51.000Z","LatLng(39.48284, -122.06556)","0.835232669","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-07-30T03:58:16.000Z","LatLng(39.48284, -122.06556)","0.8484778059999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-08-07T04:08:02.000Z","LatLng(39.48284, -122.06556)","0.690307329","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-08-12T04:03:05.000Z","LatLng(39.48284, -122.06556)","0.7976190479999999","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-08-14T03:58:45.000Z","LatLng(39.48284, -122.06556)","0.79797515","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
"2017-08-19T04:03:26.000Z","LatLng(39.48284, -122.06556)","0.75608705","NDVI at point","Invalid DateTime","ESA","Sentinel-2A/2B","Blue","Sentinel 2 L2A"
