time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2015-08-04T03:51:28.000Z","LatLng(39.48284, -122.06557)","0.774008145","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-08-13T03:45:22.000Z","LatLng(39.48284, -122.06557)","0.712680155","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-08-20T03:51:12.000Z","LatLng(39.48284, -122.06557)","0.610108689","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-08-20T03:51:36.000Z","LatLng(39.48284, -122.06557)","0.6109597520000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-08-29T03:45:28.000Z","LatLng(39.48284, -122.06557)","0.506152199","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-09-05T03:51:17.000Z","LatLng(39.48284, -122.06557)","0.626511646","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-09-05T03:51:41.000Z","LatLng(39.48284, -122.06557)","0.626494264","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-09-14T03:45:36.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-09-21T03:51:26.000Z","LatLng(39.48284, -122.06557)","0.320930216","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-09-21T03:51:49.000Z","LatLng(39.48284, -122.06557)","0.320044198","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-09-30T03:45:41.000Z","LatLng(39.48284, -122.06557)","0.24621339399999997","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-10-07T03:51:28.000Z","LatLng(39.48284, -122.06557)","0.19802281800000002","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-10-07T03:51:52.000Z","LatLng(39.48284, -122.06557)","0.197513297","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-10-16T03:45:40.000Z","LatLng(39.48284, -122.06557)","0.187246668","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-10-23T03:51:31.000Z","LatLng(39.48284, -122.06557)","0.167385538","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-10-23T03:51:55.000Z","LatLng(39.48284, -122.06557)","0.166133945","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-11-01T03:45:47.000Z","LatLng(39.48284, -122.06557)","0.18504460600000003","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-11-08T03:51:34.000Z","LatLng(39.48284, -122.06557)","0.17044404100000002","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-11-08T03:51:58.000Z","LatLng(39.48284, -122.06557)","0.169177327","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-11-17T03:45:48.000Z","LatLng(39.48284, -122.06557)","0.160309798","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-11-24T03:51:36.000Z","LatLng(39.48284, -122.06557)","0.151803775","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-11-24T03:52:00.000Z","LatLng(39.48284, -122.06557)","0.150656929","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-12-03T03:45:49.000Z","LatLng(39.48284, -122.06557)","0.152968828","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-12-19T03:45:49.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-12-26T03:51:35.000Z","LatLng(39.48284, -122.06557)","0.143961337","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2015-12-26T03:51:59.000Z","LatLng(39.48284, -122.06557)","0.141929051","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-01-04T03:45:46.000Z","LatLng(39.48284, -122.06557)","0.075972622","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-01-11T03:51:32.000Z","LatLng(39.48284, -122.06557)","0.143824959","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-01-11T03:51:55.000Z","LatLng(39.48284, -122.06557)","0.14597407199999998","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-01-27T03:51:32.000Z","LatLng(39.48284, -122.06557)","-0.006501958","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-01-27T03:51:56.000Z","LatLng(39.48284, -122.06557)","-0.004982964","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-02-05T03:45:42.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-02-12T03:51:26.000Z","LatLng(39.48284, -122.06557)","0.074481035","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-02-12T03:51:50.000Z","LatLng(39.48284, -122.06557)","0.073684211","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-02-21T03:45:34.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-02-28T03:51:45.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-03-08T03:45:33.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-03-15T03:51:17.000Z","LatLng(39.48284, -122.06557)","0.128858785","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-03-15T03:51:41.000Z","LatLng(39.48284, -122.06557)","0.149751056","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-03-24T03:45:25.000Z","LatLng(39.48284, -122.06557)","0.19689723","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-03-31T03:51:07.000Z","LatLng(39.48284, -122.06557)","0.254342338","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-03-31T03:51:31.000Z","LatLng(39.48284, -122.06557)","0.277824831","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-04-09T03:45:18.000Z","LatLng(39.48284, -122.06557)","0.11457276400000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-04-16T03:51:02.000Z","LatLng(39.48284, -122.06557)","0.142344734","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-04-16T03:51:26.000Z","LatLng(39.48284, -122.06557)","0.148131121","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-04-25T03:45:11.000Z","LatLng(39.48284, -122.06557)","0.07868162299999999","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-05-02T03:51:04.000Z","LatLng(39.48284, -122.06557)","-0.225848398","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-05-02T03:51:28.000Z","LatLng(39.48284, -122.06557)","-0.241454753","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-05-11T03:45:13.000Z","LatLng(39.48284, -122.06557)","-0.172221211","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-05-18T03:51:02.000Z","LatLng(39.48284, -122.06557)","0.074751468","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-05-18T03:51:26.000Z","LatLng(39.48284, -122.06557)","0.082987117","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-05-27T03:45:18.000Z","LatLng(39.48284, -122.06557)","0.379647977","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-06-03T03:51:07.000Z","LatLng(39.48284, -122.06557)","0.675015424","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-06-03T03:51:31.000Z","LatLng(39.48284, -122.06557)","0.675124638","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-06-12T03:45:22.000Z","LatLng(39.48284, -122.06557)","0.73013028","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-06-19T03:51:11.000Z","LatLng(39.48284, -122.06557)","0.680800958","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-06-19T03:51:34.000Z","LatLng(39.48284, -122.06557)","0.684487616","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-06-28T03:45:29.000Z","LatLng(39.48284, -122.06557)","0.835042588","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-07-05T03:51:20.000Z","LatLng(39.48284, -122.06557)","0.866452228","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-07-05T03:51:44.000Z","LatLng(39.48284, -122.06557)","0.8664326929999999","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-07-14T03:45:37.000Z","LatLng(39.48284, -122.06557)","0.8527224379999999","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-07-21T03:51:26.000Z","LatLng(39.48284, -122.06557)","0.8867308079999999","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-07-21T03:51:50.000Z","LatLng(39.48284, -122.06557)","0.886764447","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-07-30T03:45:41.000Z","LatLng(39.48284, -122.06557)","0.801828367","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-08-06T03:51:29.000Z","LatLng(39.48284, -122.06557)","0.8130672520000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-08-06T03:51:53.000Z","LatLng(39.48284, -122.06557)","0.813930093","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-08-15T03:45:44.000Z","LatLng(39.48284, -122.06557)","0.747146022","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-08-22T03:51:34.000Z","LatLng(39.48284, -122.06557)","0.7030799870000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-08-22T03:51:58.000Z","LatLng(39.48284, -122.06557)","0.702976548","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-08-31T03:45:51.000Z","LatLng(39.48284, -122.06557)","0.657709991","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-09-07T03:51:40.000Z","LatLng(39.48284, -122.06557)","0.560973153","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-09-07T03:52:04.000Z","LatLng(39.48284, -122.06557)","0.5577792460000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-09-16T03:45:54.000Z","LatLng(39.48284, -122.06557)","0.51261117","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-09-23T03:51:41.000Z","LatLng(39.48284, -122.06557)","0.443108851","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-09-23T03:52:05.000Z","LatLng(39.48284, -122.06557)","0.45635315600000004","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-10-02T03:45:55.000Z","LatLng(39.48284, -122.06557)","0.26841212","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-10-09T03:51:45.000Z","LatLng(39.48284, -122.06557)","0.197921758","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-10-09T03:52:09.000Z","LatLng(39.48284, -122.06557)","0.204027619","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-10-18T03:46:01.000Z","LatLng(39.48284, -122.06557)","-0.240678005","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-11-03T03:46:01.000Z","LatLng(39.48284, -122.06557)","-0.20101303","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-11-10T03:51:47.000Z","LatLng(39.48284, -122.06557)","-0.26942771600000004","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-11-10T03:52:11.000Z","LatLng(39.48284, -122.06557)","-0.254221861","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-11-19T03:46:01.000Z","LatLng(39.48284, -122.06557)","-0.268549914","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-11-26T03:52:12.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-12-05T03:46:00.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-12-12T03:51:45.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-12-12T03:52:09.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-12-21T03:45:54.000Z","LatLng(39.48284, -122.06557)","-0.14095302699999998","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-12-28T03:51:41.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2016-12-28T03:52:05.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-01-06T03:45:52.000Z","LatLng(39.48284, -122.06557)","-0.244977733","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-01-13T03:51:38.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-01-13T03:52:01.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-01-22T03:45:48.000Z","LatLng(39.48284, -122.06557)","-0.21051470100000003","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-01-29T03:51:32.000Z","LatLng(39.48284, -122.06557)","-0.187379037","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-01-29T03:51:55.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-02-07T03:45:40.000Z","LatLng(39.48284, -122.06557)","-0.069271098","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-02-14T03:51:24.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-02-14T03:51:48.000Z","LatLng(39.48284, -122.06557)","0.01031527","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-02-23T03:45:34.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-03-02T03:51:18.000Z","LatLng(39.48284, -122.06557)","0.107289711","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-03-02T03:51:42.000Z","LatLng(39.48284, -122.06557)","0.111987108","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-03-18T03:51:09.000Z","LatLng(39.48284, -122.06557)","0.14389141800000002","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-03-18T03:51:33.000Z","LatLng(39.48284, -122.06557)","0.143854221","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-04-03T03:51:01.000Z","LatLng(39.48284, -122.06557)","0.14774357","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-04-03T03:51:25.000Z","LatLng(39.48284, -122.06557)","0.15318642400000002","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-04-19T03:50:52.000Z","LatLng(39.48284, -122.06557)","0.135979842","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-04-19T03:51:16.000Z","LatLng(39.48284, -122.06557)","0.118144696","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-04-28T03:44:59.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-05-05T03:50:45.000Z","LatLng(39.48284, -122.06557)","0.142197625","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-05-05T03:51:09.000Z","LatLng(39.48284, -122.06557)","0.142106506","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-05-14T03:45:05.000Z","LatLng(39.48284, -122.06557)","-0.23801759600000003","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-05-21T03:50:57.000Z","LatLng(39.48284, -122.06557)","-0.119429601","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-05-21T03:51:21.000Z","LatLng(39.48284, -122.06557)","-0.119160726","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-05-30T03:45:15.000Z","LatLng(39.48284, -122.06557)","0.172233925","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-06-06T03:51:06.000Z","LatLng(39.48284, -122.06557)","0.428531481","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-06-06T03:51:30.000Z","LatLng(39.48284, -122.06557)","0.427472388","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-06-15T03:45:22.000Z","LatLng(39.48284, -122.06557)","0.7223637940000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-06-22T03:51:12.000Z","LatLng(39.48284, -122.06557)","0.666432654","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-06-22T03:51:36.000Z","LatLng(39.48284, -122.06557)","0.679406156","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-07-01T03:45:27.000Z","LatLng(39.48284, -122.06557)","0.733795862","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-07-08T03:51:15.000Z","LatLng(39.48284, -122.06557)","0.8419176979999999","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-07-08T03:51:39.000Z","LatLng(39.48284, -122.06557)","0.8415294520000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-07-17T03:45:31.000Z","LatLng(39.48284, -122.06557)","0.855485762","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-07-24T03:51:21.000Z","LatLng(39.48284, -122.06557)","0.865804459","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-07-24T03:51:45.000Z","LatLng(39.48284, -122.06557)","0.866189021","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-08-02T03:45:38.000Z","LatLng(39.48284, -122.06557)","0.773915503","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-08-09T03:51:28.000Z","LatLng(39.48284, -122.06557)","0.84084374","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-08-09T03:51:52.000Z","LatLng(39.48284, -122.06557)","0.8437312790000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-08-18T03:45:44.000Z","LatLng(39.48284, -122.06557)","0.758800845","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-08-25T03:51:32.000Z","LatLng(39.48284, -122.06557)","0.7762439","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-08-25T03:51:56.000Z","LatLng(39.48284, -122.06557)","0.779678038","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-09-03T03:45:47.000Z","LatLng(39.48284, -122.06557)","0.6856672340000001","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-09-10T03:51:34.000Z","LatLng(39.48284, -122.06557)","0.7080278529999999","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-09-10T03:51:58.000Z","LatLng(39.48284, -122.06557)","0.713990054","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-09-19T03:45:49.000Z","LatLng(39.48284, -122.06557)","0.605842471","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-09-26T03:51:39.000Z","LatLng(39.48284, -122.06557)","0.481341529","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-09-26T03:52:03.000Z","LatLng(39.48284, -122.06557)","0.477830384","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-10-05T03:45:56.000Z","LatLng(39.48284, -122.06557)","0.34411169799999997","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-10-12T03:51:44.000Z","LatLng(39.48284, -122.06557)","0.260573499","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-10-12T03:52:08.000Z","LatLng(39.48284, -122.06557)","0.26055257","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-10-21T03:45:58.000Z","LatLng(39.48284, -122.06557)","0.238705702","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-10-28T03:51:45.000Z","LatLng(39.48284, -122.06557)","0.157856891","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-10-28T03:52:09.000Z","LatLng(39.48284, -122.06557)","0.15776847900000002","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-11-06T03:45:58.000Z","LatLng(39.48284, -122.06557)","0.144288997","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
"2017-11-13T03:51:43.000Z","LatLng(39.48284, -122.06557)","NaN","NDVI at point","Invalid DateTime","USGS","LANDSAT 8","Blue","LANDSAT-8-TRUE-COLOUR"
